timestamp,arbitration_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,flag,attack_type,road_type,climate
0.08,195,4,210,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.08,416,8,56,42,13,42,69,42,66,42,Normal,Normal,highway,snow
0.08,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.09,192,8,36,45,238,1,0,0,0,0,Normal,Normal,highway,snow
0.09,193,8,41,42,15,7,0,0,0,0,Normal,Normal,highway,snow
0.09,416,8,74,42,13,42,90,42,58,42,Normal,Normal,highway,snow
0.09,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.1,192,8,221,44,254,1,0,0,0,0,Normal,Normal,highway,snow
0.1,193,8,44,42,105,8,0,0,0,0,Normal,Normal,highway,snow
0.1,416,8,57,42,255,41,12,42,23,42,Normal,Normal,highway,snow
0.1,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.1,194,4,128,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.1,195,4,241,254,0,0,0,0,0,0,Normal,Normal,highway,snow
0.1,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.1,992,4,171,2,249,2,0,0,0,0,Normal,Normal,highway,snow
0.11,192,8,24,42,20,2,0,0,0,0,Normal,Normal,highway,snow
0.11,193,8,51,42,44,7,0,0,0,0,Normal,Normal,highway,snow
0.11,416,8,32,42,56,42,42,42,73,42,Normal,Normal,highway,snow
0.11,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.12,192,8,195,41,14,2,0,0,0,0,Normal,Normal,highway,snow
0.12,193,8,52,42,93,8,0,0,0,0,Normal,Normal,highway,snow
0.12,416,8,99,42,39,42,61,42,84,42,Normal,Normal,highway,snow
0.12,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.12,194,4,107,19,0,0,0,0,0,0,Normal,Normal,highway,snow
0.12,195,4,163,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.13,192,8,251,42,203,1,0,0,0,0,Normal,Normal,highway,snow
0.13,193,8,53,42,44,8,0,0,0,0,Normal,Normal,highway,snow
0.13,416,8,35,42,30,42,80,42,34,42,Normal,Normal,highway,snow
0.13,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.14,192,8,112,42,2,2,0,0,0,0,Normal,Normal,highway,snow
0.14,193,8,51,42,47,8,0,0,0,0,Normal,Normal,highway,snow
0.14,416,8,45,42,32,42,53,42,59,42,Normal,Normal,highway,snow
0.14,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.14,194,4,120,13,0,0,0,0,0,0,Normal,Normal,highway,snow
0.14,195,4,140,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.15,192,8,94,42,208,1,0,0,0,0,Normal,Normal,highway,snow
0.15,193,8,50,42,183,7,0,0,0,0,Normal,Normal,highway,snow
0.15,416,8,57,42,99,42,85,42,12,42,Normal,Normal,highway,snow
0.15,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.16,192,8,174,43,15,2,0,0,0,0,Normal,Normal,highway,snow
0.16,193,8,51,42,169,7,0,0,0,0,Normal,Normal,highway,snow
0.16,194,4,117,8,0,0,0,0,0,0,Normal,Normal,highway,snow
0.16,195,4,42,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.16,416,8,82,42,61,42,62,42,64,42,Normal,Normal,highway,snow
0.16,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.17,192,8,15,44,247,1,0,0,0,0,Normal,Normal,highway,snow
0.17,193,8,43,42,158,7,0,0,0,0,Normal,Normal,highway,snow
0.17,416,8,34,42,9,42,4,42,18,42,Normal,Normal,highway,snow
0.17,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.18,194,4,122,22,0,0,0,0,0,0,Normal,Normal,highway,snow
0.18,195,4,194,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.18,192,8,43,44,24,2,0,0,0,0,Normal,Normal,highway,snow
0.18,193,8,39,42,232,7,0,0,0,0,Normal,Normal,highway,snow
0.18,416,8,62,42,23,42,52,42,7,42,Normal,Normal,highway,snow
0.18,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.19,192,8,21,45,224,1,0,0,0,0,Normal,Normal,highway,snow
0.19,193,8,40,42,68,8,0,0,0,0,Normal,Normal,highway,snow
0.19,416,8,45,42,81,42,7,42,37,42,Normal,Normal,highway,snow
0.19,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.2,194,4,126,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.2,195,4,25,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.2,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.2,992,4,168,2,247,2,0,0,0,0,Normal,Normal,highway,snow
0.2,192,8,45,44,234,1,0,0,0,0,Normal,Normal,highway,snow
0.2,193,8,47,42,219,7,0,0,0,0,Normal,Normal,highway,snow
0.2,416,8,88,42,73,42,54,42,17,42,Normal,Normal,highway,snow
0.2,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.21,192,8,32,44,0,2,0,0,0,0,Normal,Normal,highway,snow
0.21,193,8,46,42,44,8,0,0,0,0,Normal,Normal,highway,snow
0.21,416,8,29,42,13,42,21,42,88,42,Normal,Normal,highway,snow
0.21,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.22,194,4,131,23,0,0,0,0,0,0,Normal,Normal,highway,snow
0.22,195,4,164,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.22,192,8,28,44,197,1,0,0,0,0,Normal,Normal,highway,snow
0.22,193,8,48,42,147,8,0,0,0,0,Normal,Normal,highway,snow
0.22,416,8,26,42,8,42,46,42,55,42,Normal,Normal,highway,snow
0.22,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.23,192,8,36,43,241,1,0,0,0,0,Normal,Normal,highway,snow
0.23,193,8,47,42,84,8,0,0,0,0,Normal,Normal,highway,snow
0.23,416,8,77,42,42,42,0,42,0,42,Normal,Normal,highway,snow
0.23,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.24,194,4,118,16,0,0,0,0,0,0,Normal,Normal,highway,snow
0.24,195,4,155,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.24,192,8,198,44,254,1,0,0,0,0,Normal,Normal,highway,snow
0.24,193,8,50,42,116,7,0,0,0,0,Normal,Normal,highway,snow
0.24,416,8,92,42,85,42,34,42,26,42,Normal,Normal,highway,snow
0.24,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.25,192,8,119,44,190,1,0,0,0,0,Normal,Normal,highway,snow
0.25,193,8,53,42,133,8,0,0,0,0,Normal,Normal,highway,snow
0.25,416,8,63,42,33,42,48,42,101,42,Normal,Normal,highway,snow
0.25,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.26,194,4,140,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.26,195,4,98,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.26,192,8,85,44,228,1,0,0,0,0,Normal,Normal,highway,snow
0.26,193,8,52,42,79,8,0,0,0,0,Normal,Normal,highway,snow
0.26,416,8,6,42,94,42,84,42,26,42,Normal,Normal,highway,snow
0.26,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.27,192,8,132,44,190,1,0,0,0,0,Normal,Normal,highway,snow
0.27,193,8,53,42,105,7,0,0,0,0,Normal,Normal,highway,snow
0.27,416,8,6,42,102,42,26,42,18,42,Normal,Normal,highway,snow
0.27,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.28,194,4,137,16,0,0,0,0,0,0,Normal,Normal,highway,snow
0.28,195,4,255,254,0,0,0,0,0,0,Normal,Normal,highway,snow
0.28,192,8,120,42,8,2,0,0,0,0,Normal,Normal,highway,snow
0.28,193,8,56,42,137,7,0,0,0,0,Normal,Normal,highway,snow
0.28,416,8,85,42,20,42,23,42,50,42,Normal,Normal,highway,snow
0.28,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.29,192,8,190,43,25,2,0,0,0,0,Normal,Normal,highway,snow
0.29,193,8,56,42,221,7,0,0,0,0,Normal,Normal,highway,snow
0.29,416,8,57,42,95,42,13,42,37,42,Normal,Normal,highway,snow
0.29,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.3,194,4,129,17,0,0,0,0,0,0,Normal,Normal,highway,snow
0.3,195,4,73,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.3,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.3,992,4,162,2,250,2,0,0,0,0,Normal,Normal,highway,snow
0.3,192,8,0,43,255,1,0,0,0,0,Normal,Normal,highway,snow
0.3,193,8,42,42,130,7,0,0,0,0,Normal,Normal,highway,snow
0.3,416,8,66,42,40,42,28,42,25,42,Normal,Normal,highway,snow
0.3,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.31,192,8,88,42,236,1,0,0,0,0,Normal,Normal,highway,snow
0.31,193,8,44,42,215,7,0,0,0,0,Normal,Normal,highway,snow
0.31,416,8,0,42,31,42,48,42,86,42,Normal,Normal,highway,snow
0.31,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.32,194,4,125,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.32,195,4,93,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.32,192,8,220,43,212,1,0,0,0,0,Normal,Normal,highway,snow
0.32,193,8,44,42,64,8,0,0,0,0,Normal,Normal,highway,snow
0.32,416,8,75,42,12,42,68,42,15,42,Normal,Normal,highway,snow
0.32,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.33,192,8,77,43,18,2,0,0,0,0,Normal,Normal,highway,snow
0.33,193,8,46,42,124,8,0,0,0,0,Normal,Normal,highway,snow
0.33,416,8,82,42,36,42,45,42,12,42,Normal,Normal,highway,snow
0.33,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.34,194,4,117,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.34,195,4,14,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.34,192,8,233,42,192,1,0,0,0,0,Normal,Normal,highway,snow
0.34,193,8,40,42,28,8,0,0,0,0,Normal,Normal,highway,snow
0.34,416,8,83,42,60,42,60,42,250,41,Normal,Normal,highway,snow
0.34,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.35,192,8,179,42,190,1,0,0,0,0,Normal,Normal,highway,snow
0.35,193,8,39,42,93,8,0,0,0,0,Normal,Normal,highway,snow
0.35,416,8,57,42,253,41,64,42,41,42,Normal,Normal,highway,snow
0.35,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.36,194,4,113,10,0,0,0,0,0,0,Normal,Normal,highway,snow
0.36,195,4,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.36,192,8,78,43,194,1,0,0,0,0,Normal,Normal,highway,snow
0.36,193,8,41,42,67,8,0,0,0,0,Normal,Normal,highway,snow
0.36,416,8,83,42,61,42,25,42,84,42,Normal,Normal,highway,snow
0.36,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.37,192,8,18,44,190,1,0,0,0,0,Normal,Normal,highway,snow
0.37,193,8,40,42,106,8,0,0,0,0,Normal,Normal,highway,snow
0.37,416,8,253,41,9,42,33,42,81,42,Normal,Normal,highway,snow
0.37,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.38,194,4,119,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.38,195,4,5,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.38,192,8,84,44,23,2,0,0,0,0,Normal,Normal,highway,snow
0.38,193,8,45,42,129,8,0,0,0,0,Normal,Normal,highway,snow
0.38,416,8,91,42,28,42,85,42,35,42,Normal,Normal,highway,snow
0.38,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.39,192,8,61,44,205,1,0,0,0,0,Normal,Normal,highway,snow
0.39,193,8,48,42,81,7,0,0,0,0,Normal,Normal,highway,snow
0.39,416,8,15,42,11,42,46,42,59,42,Normal,Normal,highway,snow
0.39,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.4,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.4,992,4,161,2,249,2,0,0,0,0,Normal,Normal,highway,snow
0.4,194,4,127,4,0,0,0,0,0,0,Normal,Normal,highway,snow
0.4,195,4,28,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.4,192,8,161,43,219,1,0,0,0,0,Normal,Normal,highway,snow
0.4,193,8,26,42,121,8,0,0,0,0,Normal,Normal,highway,snow
0.4,416,8,13,42,30,42,32,42,38,42,Normal,Normal,highway,snow
0.4,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.41,192,8,72,44,230,1,0,0,0,0,Normal,Normal,highway,snow
0.41,193,8,23,42,166,7,0,0,0,0,Normal,Normal,highway,snow
0.41,416,8,36,42,54,42,60,42,244,41,Normal,Normal,highway,snow
0.41,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.42,194,4,141,11,0,0,0,0,0,0,Normal,Normal,highway,snow
0.42,195,4,90,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.42,192,8,66,42,184,1,0,0,0,0,Normal,Normal,highway,snow
0.42,193,8,21,42,57,8,0,0,0,0,Normal,Normal,highway,snow
0.42,416,8,53,42,231,41,19,42,41,42,Normal,Normal,highway,snow
0.42,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.43,192,8,46,42,212,1,0,0,0,0,Normal,Normal,highway,snow
0.43,193,8,18,42,110,7,0,0,0,0,Normal,Normal,highway,snow
0.43,416,8,255,41,232,41,224,41,229,41,Normal,Normal,highway,snow
0.43,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.44,194,4,137,9,0,0,0,0,0,0,Normal,Normal,highway,snow
0.44,195,4,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.44,192,8,1,41,198,1,0,0,0,0,Normal,Normal,highway,snow
0.44,193,8,18,42,47,8,0,0,0,0,Normal,Normal,highway,snow
0.44,416,8,37,42,2,42,53,42,249,41,Normal,Normal,highway,snow
0.44,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.45,192,8,148,40,254,1,0,0,0,0,Normal,Normal,highway,snow
0.45,193,8,21,42,46,8,0,0,0,0,Normal,Normal,highway,snow
0.45,416,8,7,42,18,42,40,42,49,42,Normal,Normal,highway,snow
0.45,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.46,194,4,138,19,0,0,0,0,0,0,Normal,Normal,highway,snow
0.46,195,4,7,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.46,192,8,220,38,195,1,0,0,0,0,Normal,Normal,highway,snow
0.46,193,8,20,42,247,7,0,0,0,0,Normal,Normal,highway,snow
0.46,416,8,24,42,234,41,28,42,10,42,Normal,Normal,highway,snow
0.46,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.47,192,8,210,38,5,2,0,0,0,0,Normal,Normal,highway,snow
0.47,193,8,21,42,224,7,0,0,0,0,Normal,Normal,highway,snow
0.47,416,8,24,42,27,42,27,42,246,41,Normal,Normal,highway,snow
0.47,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.48,194,4,120,19,0,0,0,0,0,0,Normal,Normal,highway,snow
0.48,195,4,98,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.48,192,8,112,37,226,1,0,0,0,0,Normal,Normal,highway,snow
0.48,193,8,26,42,136,8,0,0,0,0,Normal,Normal,highway,snow
0.48,416,8,30,42,44,42,18,42,72,42,Normal,Normal,highway,snow
0.48,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.49,192,8,218,37,187,1,0,0,0,0,Normal,Normal,highway,snow
0.49,193,8,24,42,8,8,0,0,0,0,Normal,Normal,highway,snow
0.49,416,8,70,42,44,42,73,42,0,42,Normal,Normal,highway,snow
0.49,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.5,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.5,992,4,162,2,255,2,0,0,0,0,Normal,Normal,highway,snow
0.5,194,4,121,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.5,195,4,245,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.5,192,8,47,39,225,1,0,0,0,0,Normal,Normal,highway,snow
0.5,193,8,53,42,193,7,0,0,0,0,Normal,Normal,highway,snow
0.5,416,8,102,42,99,42,69,42,16,42,Normal,Normal,highway,snow
0.5,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.51,192,8,185,38,185,1,0,0,0,0,Normal,Normal,highway,snow
0.51,193,8,53,42,24,7,0,0,0,0,Normal,Normal,highway,snow
0.51,416,8,46,42,33,42,51,42,96,42,Normal,Normal,highway,snow
0.51,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.52,194,4,117,15,0,0,0,0,0,0,Normal,Normal,highway,snow
0.52,195,4,128,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.52,192,8,114,40,16,2,0,0,0,0,Normal,Normal,highway,snow
0.52,193,8,56,42,35,7,0,0,0,0,Normal,Normal,highway,snow
0.52,416,8,93,42,16,42,89,42,49,42,Normal,Normal,highway,snow
0.52,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.53,192,8,233,40,4,2,0,0,0,0,Normal,Normal,highway,snow
0.53,193,8,56,42,224,7,0,0,0,0,Normal,Normal,highway,snow
0.53,416,8,6,42,28,42,51,42,52,42,Normal,Normal,highway,snow
0.53,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.54,194,4,132,21,0,0,0,0,0,0,Normal,Normal,highway,snow
0.54,195,4,2,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.54,192,8,196,42,233,1,0,0,0,0,Normal,Normal,highway,snow
0.54,193,8,48,42,114,8,0,0,0,0,Normal,Normal,highway,snow
0.54,416,8,21,42,88,42,100,42,93,42,Normal,Normal,highway,snow
0.54,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.55,192,8,59,43,8,2,0,0,0,0,Normal,Normal,highway,snow
0.55,193,8,52,42,150,7,0,0,0,0,Normal,Normal,highway,snow
0.55,416,8,14,42,49,42,21,42,98,42,Normal,Normal,highway,snow
0.55,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.56,194,4,128,8,0,0,0,0,0,0,Normal,Normal,highway,snow
0.56,195,4,79,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.56,192,8,179,41,7,2,0,0,0,0,Normal,Normal,highway,snow
0.56,193,8,49,42,245,7,0,0,0,0,Normal,Normal,highway,snow
0.56,416,8,94,42,18,42,13,42,100,42,Normal,Normal,highway,snow
0.56,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.57,192,8,6,41,217,1,0,0,0,0,Normal,Normal,highway,snow
0.57,193,8,52,42,38,8,0,0,0,0,Normal,Normal,highway,snow
0.57,416,8,71,42,13,42,85,42,43,42,Normal,Normal,highway,snow
0.57,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.58,194,4,119,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.58,195,4,96,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.58,192,8,77,40,250,1,0,0,0,0,Normal,Normal,highway,snow
0.58,193,8,52,42,102,8,0,0,0,0,Normal,Normal,highway,snow
0.58,416,8,69,42,85,42,17,42,50,42,Normal,Normal,highway,snow
0.58,800,3,1,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.59,192,8,34,40,14,2,0,0,0,0,Normal,Normal,highway,snow
0.59,193,8,50,42,48,8,0,0,0,0,Normal,Normal,highway,snow
0.59,416,8,28,42,69,42,58,42,8,42,Normal,Normal,highway,snow
0.59,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.6,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
0.6,992,4,161,2,6,3,0,0,0,0,Normal,Normal,highway,snow
0.6,194,4,121,23,0,0,0,0,0,0,Normal,Normal,highway,snow
0.6,195,4,97,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.6,192,8,124,40,5,2,0,0,0,0,Normal,Normal,highway,snow
0.6,193,8,68,42,42,7,0,0,0,0,Normal,Normal,highway,snow
0.6,416,8,66,42,51,42,95,42,84,42,Normal,Normal,highway,snow
0.6,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.61,192,8,241,40,7,2,0,0,0,0,Normal,Normal,highway,snow
0.61,193,8,67,42,150,8,0,0,0,0,Normal,Normal,highway,snow
0.61,416,8,116,42,100,42,29,42,77,42,Normal,Normal,highway,snow
0.61,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.62,194,4,124,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.62,195,4,230,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.62,192,8,206,39,237,1,0,0,0,0,Normal,Normal,highway,snow
0.62,193,8,68,42,120,7,0,0,0,0,Normal,Normal,highway,snow
0.62,416,8,48,42,67,42,36,42,94,42,Normal,Normal,highway,snow
0.62,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.63,192,8,45,39,205,1,0,0,0,0,Normal,Normal,highway,snow
0.63,193,8,67,42,189,7,0,0,0,0,Normal,Normal,highway,snow
0.63,416,8,60,42,105,42,94,42,58,42,Normal,Normal,highway,snow
0.63,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.64,194,4,115,10,0,0,0,0,0,0,Normal,Normal,highway,snow
0.64,195,4,130,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.64,192,8,45,40,250,1,0,0,0,0,Normal,Normal,highway,snow
0.64,193,8,70,42,74,7,0,0,0,0,Normal,Normal,highway,snow
0.64,416,8,66,42,93,42,113,42,114,42,Normal,Normal,highway,snow
0.64,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.65,192,8,1,40,196,1,0,0,0,0,Normal,Normal,highway,snow
0.65,193,8,67,42,18,8,0,0,0,0,Normal,Normal,highway,snow
0.65,416,8,22,42,90,42,113,42,39,42,Normal,Normal,highway,snow
0.65,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.66,194,4,131,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.66,195,4,104,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.66,192,8,248,37,4,2,0,0,0,0,Normal,Normal,highway,snow
0.66,193,8,67,42,37,8,0,0,0,0,Normal,Normal,highway,snow
0.66,416,8,109,42,86,42,103,42,108,42,Normal,Normal,highway,snow
0.66,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.67,192,8,119,37,195,1,0,0,0,0,Normal,Normal,highway,snow
0.67,193,8,66,42,88,7,0,0,0,0,Normal,Normal,highway,snow
0.67,416,8,50,42,78,42,27,42,48,42,Normal,Normal,highway,snow
0.67,800,3,0,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.68,194,4,135,12,0,0,0,0,0,0,Normal,Normal,highway,snow
0.68,195,4,91,255,0,0,0,0,0,0,Normal,Normal,highway,snow
0.68,192,8,107,35,208,1,0,0,0,0,Normal,Normal,highway,snow
0.68,193,8,66,42,151,8,0,0,0,0,Normal,Normal,highway,snow
0.68,416,8,109,42,99,42,18,42,115,42,Normal,Normal,highway,snow
0.68,800,3,0,1,0,0,0,0,0,0,Normal,Normal,highway,snow
0.69,192,8,16,36,204,1,0,0,0,0,Normal,Normal,highway,snow
0.69,193,8,67,42,84,8,0,0,0,0,Normal,Normal,highway,snow
0.69,416,8,66,42,92,42,36,42,76,42,Normal,Normal,highway,snow
0.69,800,3,1,0,0,0,0,0,0,0,Normal,Normal,highway,snow
0.7,432,4,6,55,0,0,0,0,0,0,Normal,Normal,highway,snow
