timestamp,can_id,dlc,data_hex
0.16,0xc0,8,1d27b00100000000
0.16,0xc1,8,511a830700000000
0.16,0xc2,4,7f040000
0.16,0xc3,4,2b010000
0.16,0x1a0,8,3d1a7b1a741a4a1a
0.16,0x320,3,000000
0.17,0xc0,8,f428ea0100000000
0.17,0xc1,8,511a900800000000
0.17,0x1a0,8,4c1a4e1a6a1a3f1a
0.17,0x320,3,010000
0.18,0xc2,4,83160000
0.18,0xc3,4,dbfe0000
0.18,0xc0,8,1029f40100000000
0.18,0xc1,8,5a1a660700000000
0.18,0x1a0,8,8a1a711a811a8b1a
0.18,0x320,3,000000
0.19,0xc0,8,d227c00100000000
0.19,0xc1,8,581a330800000000
0.19,0x1a0,8,731a4b1a431a371a
0.19,0x320,3,000000
0.2,0xc2,4,87000000
0.2,0xc3,4,bb000000
0.2,0x1b0,4,04370000
0.2,0x3e0,4,c602f202
0.2,0xc0,8,0028d10100000000
0.2,0xc1,8,641a320700000000
0.2,0x1a0,8,621a611a431a341a
0.2,0x320,3,000100
0.21,0xc0,8,fd27ed0100000000
0.21,0xc1,8,651a5a0800000000
0.21,0x1a0,8,691a541a3b1a931a
0.21,0x320,3,000100
0.22,0xc2,4,750a0000
0.22,0xc3,4,cc000000
0.22,0xc0,8,ea28cd0100000000
0.22,0xc1,8,631aee0700000000
0.22,0x1a0,8,781a671a751a391a
0.22,0x320,3,000000
0.23,0xc0,8,b128d40100000000
0.23,0xc1,8,651ac90700000000
0.23,0x1a0,8,431a901a811a6b1a
0.23,0x320,3,010000
0.24,0xc2,4,74140000
0.24,0xc3,4,b7ff0000
0.24,0xc0,8,4b28fa0100000000
0.24,0xc1,8,681ab80700000000
0.24,0x1a0,8,641a871a551a921a
0.24,0x320,3,000100
0.25,0xc0,8,9329fa0100000000
0.25,0xc1,8,6a1a6f0800000000
0.25,0x1a0,8,4b1a971a4e1a551a
0.25,0x320,3,000000
0.26,0xc2,4,80000000
0.26,0xc3,4,14000000
0.26,0xc0,8,ce27f10100000000
0.26,0xc1,8,671a800700000000
0.26,0x1a0,8,6a1a631a8f1a981a
0.26,0x320,3,000000
0.27,0xc0,8,fc250e0200000000
0.27,0xc1,8,681a0a0800000000
0.27,0x1a0,8,861a851a521a651a
0.27,0x320,3,000000
0.28,0xc2,4,7b000000
0.28,0xc3,4,4fff0000
0.28,0xc0,8,2827b60100000000
0.28,0xc1,8,6d1ac00700000000
0.28,0x1a0,8,691a911a4e1a981a
0.28,0x320,3,010000
0.29,0xc0,8,4528c50100000000
0.29,0xc1,8,6b1ad20700000000
0.29,0x1a0,8,8b1a681a991a6a1a
0.29,0x320,3,000000
0.3,0xc2,4,83110000
0.3,0xc3,4,76000000
0.3,0x1b0,4,04370000
0.3,0x3e0,4,be02f802
0.3,0xc0,8,8d29d40100000000
0.3,0xc1,8,7f1a730800000000
0.3,0x1a0,8,701a721a6d1a581a
0.3,0x320,3,000000
0.31,0xc0,8,942ad50100000000
0.31,0xc1,8,851a6a0800000000
0.31,0x1a0,8,5a1a591a6d1a751a
0.31,0x320,3,010000
0.32,0xc2,4,94000000
0.32,0xc3,4,02ff0000
0.32,0xc0,8,a92ab40100000000
0.32,0xc1,8,891a5a0800000000
0.32,0x1a0,8,7e1a701aaf1a881a
0.32,0x320,3,000000
0.33,0xc0,8,1d2ac40100000000
0.33,0xc1,8,8a1a320800000000
0.33,0x1a0,8,761ab51a5e1a921a
0.33,0x320,3,000100
0.34,0xc2,4,80020000
0.34,0xc3,4,ff000000
0.34,0xc0,8,e32af90100000000
0.34,0xc1,8,8d1aac0700000000
0.34,0x1a0,8,861a871a601ab71a
0.34,0x320,3,000000
0.35,0xc0,8,0e2cff0100000000
0.35,0xc1,8,881a530700000000
0.35,0x1a0,8,941a961a981aa11a
0.35,0x320,3,000000
0.36,0xc2,4,6e150000
0.36,0xc3,4,78000000
0.36,0xc0,8,1c2c070200000000
0.36,0xc1,8,861a080800000000
0.36,0x1a0,8,a51a9a1a5e1a851a
0.36,0x320,3,010100
0.37,0xc0,8,802bf10100000000
0.37,0xc1,8,851a220700000000
0.37,0x1a0,8,5c1a991ab11a821a
0.37,0x320,3,010000
0.38,0xc2,4,81000000
0.38,0xc3,4,2d000000
0.38,0xc0,8,812af30100000000
0.38,0xc1,8,871a930800000000
0.38,0x1a0,8,571aab1aaa1a681a
0.38,0x320,3,010000
0.39,0xc0,8,7e2b110200000000
0.39,0xc1,8,861a540800000000
0.39,0x1a0,8,921a771a861a7d1a
0.39,0x320,3,010000
0.4,0x1b0,4,04370000
0.4,0x3e0,4,c3020003
0.4,0xc2,4,82140000
0.4,0xc3,4,f0ff0000
0.4,0xc0,8,962de60100000000
0.4,0xc1,8,741add0700000000
0.4,0x1a0,8,4d1a6e1a4c1a4d1a
0.4,0x320,3,010100
0.41,0xc0,8,c12c040200000000
0.41,0xc1,8,741a700700000000
0.41,0x1a0,8,471a7e1a621a511a
0.41,0x320,3,000000
0.42,0xc2,4,8a160000
0.42,0xc3,4,15ff0000
0.42,0xc0,8,042cec0100000000
0.42,0xc1,8,751a2f0700000000
0.42,0x1a0,8,531a571a831a601a
0.42,0x320,3,000100
0.43,0xc0,8,f92a0b0200000000
0.43,0xc1,8,751a680800000000
0.43,0x1a0,8,631aa51a621a911a
0.43,0x320,3,010000
0.44,0xc2,4,6d170000
0.44,0xc3,4,1e000000
0.44,0xc0,8,042ae20100000000
0.44,0xc1,8,7c1a8a0800000000
0.44,0x1a0,8,651aa51a981a4e1a
0.44,0x320,3,010100
0.45,0xc0,8,c829d50100000000
0.45,0xc1,8,7b1ac60700000000
0.45,0x1a0,8,841aa11aa51a941a
0.45,0x320,3,000000
0.46,0xc2,4,7d000000
0.46,0xc3,4,30ff0000
0.46,0xc0,8,7f29bf0100000000
0.46,0xc1,8,801a2f0800000000
0.46,0x1a0,8,921a8a1a711a891a
0.46,0x320,3,000100
0.47,0xc0,8,8428da0100000000
0.47,0xc1,8,7d1a730700000000
0.47,0x1a0,8,931a761a951a881a
0.47,0x320,3,000100
0.48,0xc2,4,6e000000
0.48,0xc3,4,2eff0000
0.48,0xc0,8,c426de0100000000
0.48,0xc1,8,7c1a130700000000
0.48,0x1a0,8,4a1a841aac1a891a
0.48,0x320,3,010000
0.49,0xc0,8,d224d10100000000
0.49,0xc1,8,7a1a140700000000
0.49,0x1a0,8,4a1a491a931a981a
0.49,0x320,3,000000
0.5,0x1b0,4,04370000
0.5,0x3e0,4,c402fe02
0.5,0xc2,4,6d0e0000
0.5,0xc3,4,24010000
0.5,0xc0,8,e724ec0100000000
0.5,0xc1,8,821ae00700000000
0.5,0x1a0,8,ad1a641a711a901a
0.5,0x320,3,010000
0.51,0xc0,8,4724f10100000000
0.51,0xc1,8,851a090800000000
0.51,0x1a0,8,711a7c1a641a9b1a
0.51,0x320,3,000000
0.52,0xc2,4,6c000000
0.52,0xc3,4,60ff0000
0.52,0xc0,8,6524d50100000000
0.52,0xc1,8,861a910800000000
0.52,0x1a0,8,921aa51a681a591a
0.52,0x320,3,000000
0.53,0xc0,8,b925b90100000000
0.53,0xc1,8,841ae80700000000
0.53,0x1a0,8,ae1a931a751a771a
0.53,0x320,3,000000
0.54,0xc2,4,6e130000
0.54,0xc3,4,6e000000
0.54,0xc0,8,5b25de0100000000
0.54,0xc1,8,851adf0700000000
0.54,0x1a0,8,8e1a721a821a5b1a
0.54,0x320,3,000100
0.55,0xc0,8,5b26d50100000000
0.55,0xc1,8,811a160700000000
0.55,0x1a0,8,8a1a841aa61a7a1a
0.55,0x320,3,000100
0.56,0xc2,4,64010000
0.56,0xc3,4,f9fe0000
0.56,0xc0,8,e226ef0100000000
0.56,0xc1,8,861a2c0800000000
0.56,0x1a0,8,991aad1aa21a5f1a
0.56,0x320,3,000000
0.57,0xc0,8,e324b80100000000
0.57,0xc1,8,841a650700000000
0.57,0x1a0,8,601aaa1a661a8a1a
0.57,0x320,3,000000
0.58,0xc2,4,63000000
0.58,0xc3,4,54ff0000
0.58,0xc0,8,3726c60100000000
0.58,0xc1,8,7d1a1d0700000000
0.58,0x1a0,8,6d1aaa1a6d1a8e1a
0.58,0x320,3,000000
0.59,0xc0,8,1c26f20100000000
0.59,0xc1,8,7f1aa70700000000
0.59,0x1a0,8,9e1aaa1a721a981a
0.59,0x320,3,000000
0.6,0x1b0,4,04370000
0.6,0x3e0,4,ca020003
0.6,0xc2,4,7a0f0000
0.6,0xc3,4,fbfe0000
0.6,0xc0,8,5026bb0100000000
0.6,0xc1,8,811a690700000000
0.6,0x1a0,8,9d1a941a621a711a
0.6,0x320,3,000100
0.61,0xc0,8,0627100200000000
0.61,0xc1,8,841a940800000000
0.61,0x1a0,8,aa1aab1a5b1a8d1a
0.61,0x320,3,010100
0.62,0xc2,4,740c0000
0.62,0xc3,4,a4ff0000
0.62,0xc0,8,8127e90100000000
0.62,0xc1,8,831aea0700000000
0.62,0x1a0,8,551a941a691a831a
0.62,0x320,3,000000
0.63,0xc0,8,2a29040200000000
0.63,0xc1,8,871af10700000000
0.63,0x1a0,8,7e1a9c1a811a871a
0.63,0x320,3,010000
0.64,0xc2,4,8f170000
0.64,0xc3,4,80000000
0.64,0xc0,8,f629f50100000000
0.64,0xc1,8,881aa70700000000
0.64,0x1a0,8,9a1a9c1a7e1a731a
0.64,0x320,3,010100
0.65,0xc0,8,0b2ad90100000000
0.65,0xc1,8,861a4a0700000000
0.65,0x1a0,8,a01a7e1a8d1a8c1a
0.65,0x320,3,000000
0.66,0xc2,4,72030000
0.66,0xc3,4,4e000000
0.66,0xc0,8,d928f00100000000
0.66,0xc1,8,8a1a9f0700000000
0.66,0x1a0,8,641aae1a5e1aa11a
0.66,0x320,3,000100
0.67,0xc0,8,fe27df0100000000
0.67,0xc1,8,871a640700000000
0.67,0x1a0,8,ac1a611aa71a951a
0.67,0x320,3,000100
0.68,0xc2,4,7d170000
0.68,0xc3,4,aaff0000
0.68,0xc0,8,fd26e50100000000
0.68,0xc1,8,8a1a8c0700000000
0.68,0x1a0,8,aa1a791a631a911a
0.68,0x320,3,010000
0.69,0xc0,8,6d270e0200000000
0.69,0xc1,8,881a900700000000
0.69,0x1a0,8,9c1a7e1aa81a7a1a
0.69,0x320,3,000000
0.7,0x1b0,4,04370000
0.7,0x3e0,4,cc02fc02
0.7,0xc2,4,790d0000
0.7,0xc3,4,61ff0000
0.7,0xc0,8,1127db0100000000
0.7,0xc1,8,981a860800000000
0.7,0x1a0,8,c41a941a6f1a6d1a
0.7,0x320,3,000000
0.71,0xc0,8,b727f40100000000
0.71,0xc1,8,9a1a350800000000
0.71,0x1a0,8,b41a941a9e1a771a
0.71,0x320,3,000000
0.72,0xc2,4,87000000
0.72,0xc3,4,6d000000
0.72,0xc0,8,dc26d30100000000
0.72,0xc1,8,9b1a1b0800000000
0.72,0x1a0,8,bc1aba1aa41aa51a
0.72,0x320,3,000000
0.73,0xc0,8,8226db0100000000
0.73,0xc1,8,971a220700000000
0.73,0x1a0,8,7a1a981aa81aa71a
0.73,0x320,3,010100
0.74,0xc2,4,93000000
0.74,0xc3,4,ae000000
0.74,0xc0,8,0928ef0100000000
0.74,0xc1,8,931a790800000000
0.74,0x1a0,8,7a1ac11aa61a941a
0.74,0x320,3,010000
0.75,0xc0,8,2c27c60100000000
0.75,0xc1,8,921a4b0700000000
0.75,0x1a0,8,931ab01aa51a9d1a
0.75,0x320,3,010000
0.76,0xc2,4,6d070000
0.76,0xc3,4,a1000000
0.76,0xc0,8,d926e70100000000
0.76,0xc1,8,981a380800000000
0.76,0x1a0,8,bc1aa11a6d1aa11a
0.76,0x320,3,010000
0.77,0xc0,8,2b28ea0100000000
0.77,0xc1,8,971a0e0700000000
0.77,0x1a0,8,c31a7d1aae1aac1a
0.77,0x320,3,010000
0.78,0xc2,4,7f0e0000
0.78,0xc3,4,aeff0000
0.78,0xc0,8,3627d70100000000
0.78,0xc1,8,991abd0700000000
0.78,0x1a0,8,a51a7f1a8e1ab71a
0.78,0x320,3,010000
0.79,0xc0,8,8726b40100000000
0.79,0xc1,8,961a160700000000
0.79,0x1a0,8,ac1aa91abd1a931a
0.79,0x320,3,000000
0.8,0x1b0,4,04370000
0.8,0x3e0,4,c902fc02
0.8,0xc2,4,8a090000
0.8,0xc3,4,05010000
0.8,0xc0,8,4e26d70100000000
0.8,0xc1,8,9c1a6e0800000000
0.8,0x1a0,8,9d1a831a6b1abd1a
0.8,0x320,3,000000
0.81,0xc0,8,3425eb0100000000
0.81,0xc1,8,9c1a860700000000
0.81,0x1a0,8,7d1a921a931ab11a
0.81,0x320,3,010100
0.82,0xc2,4,69170000
0.82,0xc3,4,db000000
0.82,0xc0,8,9925cc0100000000
0.82,0xc1,8,a11a6e0700000000
0.82,0x1a0,8,761ab81aa21a711a
0.82,0x320,3,000000
0.83,0xc0,8,a525f30100000000
0.83,0xc1,8,a31a020800000000
0.83,0x1a0,8,a91a9d1a7e1ab91a
0.83,0x320,3,010000
0.84,0xc2,4,860c0000
0.84,0xc3,4,4aff0000
0.84,0xc0,8,6424180200000000
0.84,0xc1,8,a41a640800000000
0.84,0x1a0,8,811a8c1a721a941a
0.84,0x320,3,000100
0.85,0xc0,8,8424e80100000000
0.85,0xc1,8,a21a520700000000
0.85,0x1a0,8,9d1a721a801a721a
0.85,0x320,3,000000
0.86,0xc2,4,75000000
0.86,0xc3,4,e4fe0000
0.86,0xc0,8,bf22c90100000000
0.86,0xc1,8,a31a250800000000
0.86,0x1a0,8,9d1a9b1a971a7d1a
0.86,0x320,3,010000
0.87,0xc0,8,6222120200000000
0.87,0xc1,8,a41a1d0800000000
0.87,0x1a0,8,b81ac81a851a7b1a
0.87,0x320,3,000100
0.88,0xc2,4,76100000
0.88,0xc3,4,a9000000
0.88,0xc0,8,0a22bb0100000000
0.88,0xc1,8,a21a260700000000
0.88,0x1a0,8,811ab21a901ace1a
0.88,0x320,3,000100
0.89,0xc0,8,4b21ef0100000000
0.89,0xc1,8,a11a270800000000
0.89,0x1a0,8,7f1aad1ab21aa91a
0.89,0x320,3,000100
0.9,0x1b0,4,04370000
0.9,0x3e0,4,cc02fc02
0.9,0xc2,4,6a020000
0.9,0xc3,4,b3ff0000
0.9,0xc0,8,3e21fe0100000000
0.9,0xc1,8,991a960700000000
0.9,0x1a0,8,ab1a9d1a831ab31a
0.9,0x320,3,000000
0.91,0xc0,8,111fe50100000000
0.91,0xc1,8,9a1a760800000000
0.91,0x1a0,8,7c1a7e1ac91ab01a
0.91,0x320,3,000000
0.92,0xc2,4,70100000
0.92,0xc3,4,39000000
0.92,0xc0,8,f71d040200000000
0.92,0xc1,8,991ad90700000000
0.92,0x1a0,8,721a931a811ab31a
0.92,0x320,3,000100
0.93,0xc0,8,691ff50100000000
0.93,0xc1,8,9c1a8d0800000000
0.93,0x1a0,8,8d1a821a821a8c1a
0.93,0x320,3,000100
0.94,0xc2,4,72010000
0.94,0xc3,4,34000000
0.94,0xc0,8,e31db60100000000
0.94,0xc1,8,9a1a1e0800000000
0.94,0x1a0,8,841a8f1a9a1a851a
0.94,0x320,3,010000
0.95,0xc0,8,ce1dd20100000000
0.95,0xc1,8,9a1a890800000000
0.95,0x1a0,8,c31ac91a7c1a6e1a
0.95,0x320,3,000100
0.96,0xc2,4,81000000
0.96,0xc3,4,2dff0000
0.96,0xc0,8,1e1fdc0100000000
0.96,0xc1,8,9a1a6b0700000000
0.96,0x1a0,8,ad1aaa1a8a1a9c1a
0.96,0x320,3,000000
0.97,0xc0,8,641ebb0100000000
0.97,0xc1,8,9a1a3e0700000000
0.97,0x1a0,8,ac1aab1ac81a9b1a
0.97,0x320,3,010000
0.98,0xc2,4,7a130000
0.98,0xc3,4,4dff0000
0.98,0xc0,8,301ccb0100000000
0.98,0xc1,8,981a6c0800000000
0.98,0x1a0,8,8c1ab31ac61aaa1a
0.98,0x320,3,000100
0.99,0xc0,8,521be00100000000
0.99,0xc1,8,981ac50700000000
0.99,0x1a0,8,7b1ac11a851a7a1a
0.99,0x320,3,000100
1.0,0x1b0,4,04370000
1.0,0x3e0,4,ce020303
1.0,0xc2,4,7e0c0000
1.0,0xc3,4,f8ff0000
1.0,0xc0,8,271bdb0100000000
1.0,0xc1,8,9e1aa10700000000
1.0,0x1a0,8,a31a931a7d1a731a
1.0,0x320,3,000100
1.01,0xc0,8,aa1bc90100000000
1.01,0xc1,8,a11a260800000000
1.01,0x1a0,8,ab1ac71a921a8b1a
1.01,0x320,3,000100
1.02,0xc2,4,76000000
1.02,0xc3,4,1d000000
1.02,0xc0,8,5119ba0100000000
1.02,0xc1,8,9f1a080800000000
1.02,0x1a0,8,731ab81abb1abc1a
1.02,0x320,3,010000
1.03,0xc0,8,261aea0100000000
1.03,0xc1,8,9d1a510700000000
1.03,0x1a0,8,af1aa11a981acd1a
1.03,0x320,3,000100
1.04,0xc2,4,88000000
1.04,0xc3,4,6d000000
1.04,0xc0,8,0d19ff0100000000
1.04,0xc1,8,9d1a550800000000
1.04,0x1a0,8,6d1aa31ac31ab91a
1.04,0x320,3,000100
1.05,0xc0,8,5919ea0100000000
1.05,0xc1,8,9b1a720700000000
1.05,0x1a0,8,b91a9b1a9e1ab41a
1.05,0x320,3,000100
1.06,0xc2,4,68010000
1.06,0xc3,4,ecff0000
1.06,0xc0,8,c819130200000000
1.06,0xc1,8,9e1adc0700000000
1.06,0x1a0,8,b01a711acd1ac91a
1.06,0x320,3,000000
1.07,0xc0,8,2f18bd0100000000
1.07,0xc1,8,9e1a780800000000
1.07,0x1a0,8,6e1a931a6e1a881a
1.07,0x320,3,000000
1.08,0xc2,4,66020000
1.08,0xc3,4,99ff0000
1.08,0xc0,8,d218f90100000000
1.08,0xc1,8,9f1a7f0700000000
1.08,0x1a0,8,961ac11aa41aac1a
1.08,0x320,3,000000
1.09,0xc0,8,ba1ad00100000000
1.09,0xc1,8,9e1a480700000000
1.09,0x1a0,8,841a701a751a9a1a
1.09,0x320,3,000100
1.1,0x1b0,4,04370000
1.1,0x3e0,4,cb02ff02
1.1,0xc2,4,780e0000
1.1,0xc3,4,05010000
1.1,0xc0,8,db1bba0100000000
1.1,0xc1,8,991ac70700000000
1.1,0x1a0,8,bc1a711ac71a9c1a
1.1,0x320,3,010000
1.11,0xc0,8,771cc40100000000
1.11,0xc1,8,961aa60700000000
1.11,0x1a0,8,691a8d1a8f1abb1a
1.11,0x320,3,000000
1.12,0xc2,4,72190000
1.12,0xc3,4,98ff0000
1.12,0xc0,8,041dfa0100000000
1.12,0xc1,8,951ad00700000000
1.12,0x1a0,8,ba1ac51a6c1abc1a
1.12,0x320,3,000000
1.13,0xc0,8,691d090200000000
1.13,0xc1,8,941a100700000000
1.13,0x1a0,8,c51a701a801a6b1a
1.13,0x320,3,000000
1.14,0xc2,4,7f0c0000
1.14,0xc3,4,61ff0000
1.14,0xc0,8,631ef80100000000
1.14,0xc1,8,971a280700000000
1.14,0x1a0,8,861a701abf1ab31a
1.14,0x320,3,000000
1.15,0xc0,8,19200f0200000000
1.15,0xc1,8,951a830700000000
1.15,0x1a0,8,9a1a6b1abc1ab31a
1.15,0x320,3,010100
1.16,0xc2,4,7d120000
1.16,0xc3,4,4d000000
1.16,0xc0,8,9620b50100000000
1.16,0xc1,8,941a4d0800000000
1.16,0x1a0,8,a81aac1a741a951a
1.16,0x320,3,000100
1.17,0xc0,8,5120e80100000000
1.17,0xc1,8,941a510700000000
1.17,0x1a0,8,821aab1ac11aa51a
1.17,0x320,3,010100
1.18,0xc2,4,740b0000
1.18,0xc3,4,19010000
1.18,0xc0,8,a6200f0200000000
1.18,0xc1,8,971aff0700000000
1.18,0x1a0,8,931a6f1a891ab51a
1.18,0x320,3,000100
1.19,0xc0,8,b421f50100000000
1.19,0xc1,8,971a380700000000
1.19,0x1a0,8,941a721a901aa31a
1.19,0x320,3,010000
1.2,0x1b0,4,04370000
1.2,0x3e0,4,ca02fe02
1.2,0xc2,4,81000000
1.2,0xc3,4,9bff0000
1.2,0xc0,8,f820ed0100000000
1.2,0xc1,8,961a530700000000
1.2,0x1a0,8,761a7f1a701aaf1a
1.2,0x320,3,010100
1.21,0xc0,8,6821f90100000000
1.21,0xc1,8,951a230800000000
1.21,0x1a0,8,731ab61a791abe1a
1.21,0x320,3,000100
1.22,0xc2,4,81010000
1.22,0xc3,4,79ff0000
1.22,0xc0,8,4f23080200000000
1.22,0xc1,8,981ad60700000000
1.22,0x1a0,8,931a6c1ac11a681a
1.22,0x320,3,010000
1.23,0xc0,8,ca25fb0100000000
1.23,0xc1,8,961a660700000000
1.23,0x1a0,8,ac1a911aa51a7f1a
1.23,0x320,3,000100
1.24,0xc2,4,81000000
1.24,0xc3,4,9dff0000
1.24,0xc0,8,8226de0100000000
1.24,0xc1,8,971a220800000000
1.24,0x1a0,8,7c1abd1a651aad1a
1.24,0x320,3,000100
1.25,0xc0,8,da26b80100000000
1.25,0xc1,8,951ae00700000000
1.25,0x1a0,8,9d1aa11a6b1a671a
1.25,0x320,3,010000
1.26,0xc2,4,7c000000
1.26,0xc3,4,43000000
1.26,0xc0,8,0a25d20100000000
1.26,0xc1,8,911aec0700000000
1.26,0x1a0,8,c11a711a861aa01a
1.26,0x320,3,000000
1.27,0xc0,8,7e25f50100000000
1.27,0xc1,8,911a740700000000
1.27,0x1a0,8,731ab61a801a981a
1.27,0x320,3,010000
1.28,0xc2,4,76070000
1.28,0xc3,4,1eff0000
1.28,0xc0,8,df24bb0100000000
1.28,0xc1,8,8f1ad40700000000
1.28,0x1a0,8,ad1a891aa61a831a
1.28,0x320,3,000000
1.29,0xc0,8,1225c60100000000
1.29,0xc1,8,901acb0700000000
1.29,0x1a0,8,711abe1a751a961a
1.29,0x320,3,000000
1.3,0x1b0,4,04370000
1.3,0x3e0,4,ca020103
1.3,0xc2,4,74000000
1.3,0xc3,4,fafe0000
1.3,0xc0,8,2426e70100000000
1.3,0xc1,8,9d1aa30700000000
1.3,0x1a0,8,881aa81abc1a9f1a
1.3,0x320,3,000000
1.31,0xc0,8,f0240b0200000000
1.31,0xc1,8,a11a360800000000
1.31,0x1a0,8,b21ac31a971ace1a
1.31,0x320,3,000000
1.32,0xc2,4,8a000000
1.32,0xc3,4,1d000000
1.32,0xc0,8,bd26fa0100000000
1.32,0xc1,8,9d1a4d0800000000
1.32,0x1a0,8,751ace1a771aa81a
1.32,0x320,3,010000
1.33,0xc0,8,c0240b0200000000
1.33,0xc1,8,9b1a710700000000
1.33,0x1a0,8,821aab1a9c1a711a
1.33,0x320,3,000000
1.34,0xc2,4,66120000
1.34,0xc3,4,c3000000
1.34,0xc0,8,1a25e00100000000
1.34,0xc1,8,9a1a3d0700000000
1.34,0x1a0,8,6d1ac61a851a9b1a
1.34,0x320,3,000000
1.35,0xc0,8,f824db0100000000
1.35,0xc1,8,9d1a530800000000
1.35,0x1a0,8,a11a8a1aba1a9c1a
1.35,0x320,3,000100
1.36,0xc2,4,78000000
1.36,0xc3,4,60ff0000
1.36,0xc0,8,4e24d70100000000
1.36,0xc1,8,9e1a1d0800000000
1.36,0x1a0,8,881aa71a891a901a
1.36,0x320,3,000000
1.37,0xc0,8,5e23c30100000000
1.37,0xc1,8,a01ab20700000000
1.37,0x1a0,8,741ad21ab61aaa1a
1.37,0x320,3,000000
1.38,0xc2,4,7f110000
1.38,0xc3,4,43000000
1.38,0xc0,8,f123db0100000000
1.38,0xc1,8,a11a840800000000
1.38,0x1a0,8,a61abc1ad01a821a
1.38,0x320,3,000100
1.39,0xc0,8,7224100200000000
1.39,0xc1,8,a11a880700000000
1.39,0x1a0,8,b11abc1ab71a931a
1.39,0x320,3,010100
1.4,0x1b0,4,04370000
1.4,0x3e0,4,c8020103
1.4,0xc2,4,6c0f0000
1.4,0xc3,4,f4fe0000
1.4,0xc0,8,fb22d00100000000
1.4,0xc1,8,b01a590700000000
1.4,0x1a0,8,9b1a971ab81a7d1a
1.4,0x320,3,010000
1.41,0xc0,8,3724cc0100000000
1.41,0xc1,8,b01a870700000000
1.41,0x1a0,8,a11ad91aba1aa21a
1.41,0x320,3,000100
1.42,0xc2,4,87020000
1.42,0xc3,4,74000000
1.42,0xc0,8,7224db0100000000
1.42,0xc1,8,b21ae90700000000
1.42,0x1a0,8,bd1a8c1a821a9a1a
1.42,0x320,3,000000
1.43,0xc0,8,7c26bb0100000000
1.43,0xc1,8,b01ae80700000000
1.43,0x1a0,8,911abc1ac11aad1a
1.43,0x320,3,010000
1.44,0xc2,4,8f090000
1.44,0xc3,4,4aff0000
1.44,0xc0,8,af27f00100000000
1.44,0xc1,8,b31a700700000000
1.44,0x1a0,8,841ac31ab81aaf1a
1.44,0x320,3,010000
