timestamp,can_id,dlc,data_hex
0.29,0x1a0,8,f40ee30eb10ea90e
0.29,0x320,3,000000
0.3,0xc2,4,71000000
0.3,0xc3,4,d0000000
0.3,0x1b0,4,024b0000
0.3,0x3e0,4,9603b203
0.3,0xc0,8,9716fd0100000000
0.3,0xc1,8,cc0e290800000000
0.3,0x1a0,8,af0e9e0eec0ec90e
0.3,0x320,3,000100
0.31,0xc0,8,2c16f00100000000
0.31,0xc1,8,cf0e570800000000
0.31,0x1a0,8,b60ee80ea10ea80e
0.31,0x320,3,000100
0.32,0xc2,4,7b170000
0.32,0xc3,4,d2000000
0.32,0xc0,8,4115f60100000000
0.32,0xc1,8,c80e740700000000
0.32,0x1a0,8,f50e970ed80eca0e
0.32,0x320,3,000100
0.33,0xc0,8,9115080200000000
0.33,0xc1,8,c60e1b0700000000
0.33,0x1a0,8,ba0ec00e990ea10e
0.33,0x320,3,000000
0.34,0xc2,4,7a170000
0.34,0xc3,4,1eff0000
0.34,0xc0,8,b115050200000000
0.34,0xc1,8,cb0e660800000000
0.34,0x1a0,8,b60ef60ec60eb40e
0.34,0x320,3,000000
0.35,0xc0,8,b716020200000000
0.35,0xc1,8,ce0e450700000000
0.35,0x1a0,8,fd0ec60ed20ebf0e
0.35,0x320,3,010100
0.36,0xc2,4,70000000
0.36,0xc3,4,8aff0000
0.36,0xc0,8,f115f50100000000
0.36,0xc1,8,ce0e150700000000
0.36,0x1a0,8,a90eb60e9e0efe0e
0.36,0x320,3,000000
0.37,0xc0,8,4f17030200000000
0.37,0xc1,8,cc0e5b0800000000
0.37,0x1a0,8,ec0ea20eea0eb10e
0.37,0x320,3,000000
0.38,0xc2,4,7d0e0000
0.38,0xc3,4,deff0000
0.38,0xc0,8,a217ef0100000000
0.38,0xc1,8,c50e900800000000
0.38,0x1a0,8,960e9f0eb40ebe0e
0.38,0x320,3,000000
0.39,0xc0,8,8817c90100000000
0.39,0xc1,8,c80e990700000000
0.39,0x1a0,8,d60e9f0ee40ee40e
0.39,0x320,3,000000
0.4,0x1b0,4,024b0000
0.4,0x3e0,4,9703ae03
0.4,0xc2,4,66050000
0.4,0xc3,4,0c000000
0.4,0xc0,8,0b18d50100000000
0.4,0xc1,8,c20ec60700000000
0.4,0x1a0,8,db0ec70eb80eec0e
0.4,0x320,3,000000
0.41,0xc0,8,e318be0100000000
0.41,0xc1,8,bf0e970700000000
0.41,0x1a0,8,a20eca0ed20eb30e
0.41,0x320,3,000000
0.42,0xc2,4,6b030000
0.42,0xc3,4,d5000000
0.42,0xc0,8,4d18b60100000000
0.42,0xc1,8,bc0e210700000000
0.42,0x1a0,8,930eaf0ee00ea90e
0.42,0x320,3,010100
0.43,0xc0,8,5117c70100000000
0.43,0xc1,8,b80e120700000000
0.43,0x1a0,8,920ee80eb30ed50e
0.43,0x320,3,000100
0.44,0xc2,4,6f150000
0.44,0xc3,4,96000000
0.44,0xc0,8,f118bd0100000000
0.44,0xc1,8,b80e620700000000
0.44,0x1a0,8,c60e880ec90eac0e
0.44,0x320,3,000000
0.45,0xc0,8,c718f40100000000
0.45,0xc1,8,b30e4c0700000000
0.45,0x1a0,8,8a0ea60ed30ec80e
0.45,0x320,3,010000
0.46,0xc2,4,61130000
0.46,0xc3,4,32ff0000
0.46,0xc0,8,b415ac0100000000
0.46,0xc1,8,b90e250700000000
0.46,0x1a0,8,920ebc0ec50ed40e
0.46,0x320,3,010000
0.47,0xc0,8,c014c60100000000
0.47,0xc1,8,bf0e250800000000
0.47,0x1a0,8,d50ed30eb50ec10e
0.47,0x320,3,000000
0.48,0xc2,4,87000000
0.48,0xc3,4,13000000
0.48,0xc0,8,d816ae0100000000
0.48,0xc1,8,bd0e410800000000
0.48,0x1a0,8,c90ed20ed00eba0e
0.48,0x320,3,000000
0.49,0xc0,8,3e17ab0100000000
0.49,0xc1,8,c00e960800000000
0.49,0x1a0,8,990ed10ee30eb50e
0.49,0x320,3,000000
0.5,0x1b0,4,024b0000
0.5,0x3e0,4,9603aa03
0.5,0xc2,4,88000000
0.5,0xc3,4,29000000
0.5,0xc0,8,2217f30100000000
0.5,0xc1,8,b30e8d0700000000
0.5,0x1a0,8,d70ead0eb80eb10e
0.5,0x320,3,000000
0.51,0xc0,8,a916f00100000000
0.51,0xc1,8,b20e1a0800000000
0.51,0x1a0,8,990ec10ec10ecc0e
0.51,0x320,3,000000
0.52,0xc2,4,700f0000
0.52,0xc3,4,d8fe0000
0.52,0xc0,8,de17c60100000000
0.52,0xc1,8,b70e200800000000
0.52,0x1a0,8,cc0ec50ebf0ed10e
0.52,0x320,3,000000
0.53,0xc0,8,ef17a50100000000
0.53,0xc1,8,b60eb50700000000
0.53,0x1a0,8,d50eb20ead0ec00e
0.53,0x320,3,010000
0.54,0xc2,4,7c000000
0.54,0xc3,4,beff0000
0.54,0xc0,8,be18df0100000000
0.54,0xc1,8,b50e7b0700000000
0.54,0x1a0,8,a40eb50eb90ecb0e
0.54,0x320,3,000000
0.55,0xc0,8,1719c80100000000
0.55,0xc1,8,b50e560800000000
0.55,0x1a0,8,b50ece0e870ede0e
0.55,0x320,3,000100
0.56,0xc2,4,6d000000
0.56,0xc3,4,9cff0000
0.56,0xc0,8,081aa80100000000
0.56,0xc1,8,b40ef00700000000
0.56,0x1a0,8,d80ecf0ed10e920e
0.56,0x320,3,000000
0.57,0xc0,8,6b19e70100000000
0.57,0xc1,8,b30ed80700000000
0.57,0x1a0,8,ae0ecf0ece0e960e
0.57,0x320,3,010000
0.58,0xc2,4,75000000
0.58,0xc3,4,5c000000
0.58,0xc0,8,cf19a70100000000
0.58,0xc1,8,b80e9b0700000000
0.58,0x1a0,8,c40e8e0ec10ed50e
0.58,0x320,3,000000
0.59,0xc0,8,fe19aa0100000000
0.59,0xc1,8,b50e220700000000
0.59,0x1a0,8,e80ec70ea80ec60e
0.59,0x320,3,000100
0.6,0x1b0,4,024b0000
0.6,0x3e0,4,a103a903
0.6,0xc2,4,6f020000
0.6,0xc3,4,53ff0000
0.6,0xc0,8,fd19a30100000000
0.6,0xc1,8,a30e7f0800000000
0.6,0x1a0,8,880eba0e800e900e
0.6,0x320,3,000100
0.61,0xc0,8,1a1ad50100000000
0.61,0xc1,8,a60e240800000000
0.61,0x1a0,8,940e9f0e8f0eb30e
0.61,0x320,3,000000
0.62,0xc2,4,67000000
0.62,0xc3,4,41000000
0.62,0xc0,8,041bda0100000000
0.62,0xc1,8,ac0ecb0700000000
0.62,0x1a0,8,7e0ecd0ea60eaf0e
0.62,0x320,3,000100
0.63,0xc0,8,ca19d40100000000
0.63,0xc1,8,a80e0b0700000000
0.63,0x1a0,8,a00e750e960ec50e
0.63,0x320,3,000000
0.64,0xc2,4,75170000
0.64,0xc3,4,6f000000
0.64,0xc0,8,3519bf0100000000
0.64,0xc1,8,a80ee70700000000
0.64,0x1a0,8,c40e9e0eb20eb20e
0.64,0x320,3,010100
0.65,0xc0,8,b619a70100000000
0.65,0xc1,8,aa0e4c0800000000
0.65,0x1a0,8,c40eaf0ea70ed50e
0.65,0x320,3,000000
0.66,0xc2,4,79000000
0.66,0xc3,4,f8ff0000
0.66,0xc0,8,701abc0100000000
0.66,0xc1,8,ab0eff0700000000
0.66,0x1a0,8,950e7c0e950ead0e
0.66,0x320,3,000000
0.67,0xc0,8,c819df0100000000
0.67,0xc1,8,b00e850800000000
0.67,0x1a0,8,c20eba0eba0e810e
0.67,0x320,3,000100
0.68,0xc2,4,840a0000
0.68,0xc3,4,4e000000
0.68,0xc0,8,221acc0100000000
0.68,0xc1,8,ad0eda0700000000
0.68,0x1a0,8,dc0e990edd0ec60e
0.68,0x320,3,000000
0.69,0xc0,8,d119c60100000000
0.69,0xc1,8,aa0e130700000000
0.69,0x1a0,8,840ea20ed80e7e0e
0.69,0x320,3,000000
0.7,0x1b0,4,024b0000
0.7,0x3e0,4,a603a503
0.7,0xc2,4,6f110000
0.7,0xc3,4,70ff0000
0.7,0xc0,8,5c1ba00100000000
0.7,0xc1,8,8c0e0c0800000000
0.7,0x1a0,8,620eba0eab0e5f0e
0.7,0x320,3,000000
0.71,0xc0,8,851bc60100000000
0.71,0xc1,8,8c0ec40700000000
0.71,0x1a0,8,600e960e9a0ebc0e
0.71,0x320,3,010000
0.72,0xc2,4,80050000
0.72,0xc3,4,05010000
0.72,0xc0,8,8e1cd50100000000
0.72,0xc1,8,8d0eff0700000000
0.72,0x1a0,8,a10e9b0e7f0e5e0e
0.72,0x320,3,000000
0.73,0xc0,8,231cb90100000000
0.73,0xc1,8,910e7b0800000000
0.73,0x1a0,8,bd0e830e640ea20e
0.73,0x320,3,000000
0.74,0xc2,4,68000000
0.74,0xc3,4,f6000000
0.74,0xc0,8,fb1cd50100000000
0.74,0xc1,8,950e3a0700000000
0.74,0x1a0,8,910e740ec10eac0e
0.74,0x320,3,010100
0.75,0xc0,8,f91cb10100000000
0.75,0xc1,8,910e3d0700000000
0.75,0x1a0,8,c10e730ec00e770e
0.75,0x320,3,010100
0.76,0xc2,4,70120000
0.76,0xc3,4,f6fe0000
0.76,0xc0,8,0c1ef20100000000
0.76,0xc1,8,8f0e0f0800000000
0.76,0x1a0,8,630e680e750e880e
0.76,0x320,3,010000
0.77,0xc0,8,0d1fe90100000000
0.77,0xc1,8,930e6c0800000000
0.77,0x1a0,8,a40eac0e6e0e9c0e
0.77,0x320,3,010100
0.78,0xc2,4,65100000
0.78,0xc3,4,dfff0000
0.78,0xc0,8,141de60100000000
0.78,0xc1,8,910e450700000000
0.78,0x1a0,8,a90ea90e910eb60e
0.78,0x320,3,000000
0.79,0xc0,8,c31cac0100000000
0.79,0xc1,8,910ec70700000000
0.79,0x1a0,8,b30ebd0e800e740e
0.79,0x320,3,000100
0.8,0x1b0,4,024b0000
0.8,0x3e0,4,9d03a503
0.8,0xc2,4,87010000
0.8,0xc3,4,21ff0000
0.8,0xc0,8,081cea0100000000
0.8,0xc1,8,8d0e6f0700000000
0.8,0x1a0,8,bb0e9c0e680ea10e
0.8,0x320,3,010000
0.81,0xc0,8,4a1bc80100000000
0.81,0xc1,8,8d0ee30700000000
0.81,0x1a0,8,b80e6b0eaf0eaa0e
0.81,0x320,3,000000
0.82,0xc2,4,89090000
0.82,0xc3,4,91000000
0.82,0xc0,8,091abe0100000000
0.82,0xc1,8,860e1f0700000000
0.82,0x1a0,8,ad0e5c0eb10eb50e
0.82,0x320,3,000000
0.83,0xc0,8,7819af0100000000
0.83,0xc1,8,860e5a0800000000
0.83,0x1a0,8,700e590e700e960e
0.83,0x320,3,000000
0.84,0xc2,4,6e000000
0.84,0xc3,4,6dff0000
0.84,0xc0,8,3e1ad40100000000
0.84,0xc1,8,860e730800000000
0.84,0x1a0,8,a80eac0e7b0e690e
0.84,0x320,3,000000
0.85,0xc0,8,561bde0100000000
0.85,0xc1,8,850eb60700000000
0.85,0x1a0,8,970e7a0e8e0e640e
0.85,0x320,3,000000
0.86,0xc2,4,6d080000
0.86,0xc3,4,7b000000
0.86,0xc0,8,9c1bde0100000000
0.86,0xc1,8,850e640800000000
0.86,0x1a0,8,670e5b0e650ea60e
0.86,0x320,3,000100
0.87,0xc0,8,f41ba40100000000
0.87,0xc1,8,870ef80700000000
0.87,0x1a0,8,680e9c0e670e710e
0.87,0x320,3,000000
0.88,0xc2,4,7e010000
0.88,0xc3,4,71000000
0.88,0xc0,8,9819c80100000000
0.88,0xc1,8,860e560800000000
0.88,0x1a0,8,5d0e830e6d0ea30e
0.88,0x320,3,010000
0.89,0xc0,8,b818bc0100000000
0.89,0xc1,8,850e760700000000
0.89,0x1a0,8,850eb80e790e900e
0.89,0x320,3,000000
0.9,0x1b0,4,024b0000
0.9,0x3e0,4,9d03a203
0.9,0xc2,4,86100000
0.9,0xc3,4,21010000
0.9,0xc0,8,8c19a50100000000
0.9,0xc1,8,730e540800000000
0.9,0x1a0,8,9f0e9e0e750e740e
0.9,0x320,3,000000
0.91,0xc0,8,dd18a70100000000
0.91,0xc1,8,760eb80700000000
0.91,0x1a0,8,930e660e730e7f0e
0.91,0x320,3,000100
0.92,0xc2,4,75000000
0.92,0xc3,4,d6000000
0.92,0xc0,8,1818c70100000000
0.92,0xc1,8,720ef40700000000
0.92,0x1a0,8,680e720e820e6a0e
0.92,0x320,3,010000
0.93,0xc0,8,8e16f10100000000
0.93,0xc1,8,730e550700000000
0.93,0x1a0,8,860e7e0e850e5b0e
0.93,0x320,3,000000
0.94,0xc2,4,7e160000
0.94,0xc3,4,22010000
0.94,0xc0,8,ec15c00100000000
0.94,0xc1,8,6c0e160800000000
0.94,0x1a0,8,4a0e3f0e9b0e870e
0.94,0x320,3,000100
0.95,0xc0,8,2715a80100000000
0.95,0xc1,8,6f0e680800000000
0.95,0x1a0,8,660e5d0e650e580e
0.95,0x320,3,000000
0.96,0xc2,4,87150000
0.96,0xc3,4,63000000
0.96,0xc0,8,d515e10100000000
0.96,0xc1,8,730e940800000000
0.96,0x1a0,8,590e420e830e690e
0.96,0x320,3,000000
0.97,0xc0,8,d615f70100000000
0.97,0xc1,8,740edb0700000000
0.97,0x1a0,8,970e9e0e590ea30e
0.97,0x320,3,000000
0.98,0xc2,4,7c0e0000
0.98,0xc3,4,43000000
0.98,0xc0,8,3416cf0100000000
0.98,0xc1,8,730e8e0800000000
0.98,0x1a0,8,590e800e8f0e490e
0.98,0x320,3,010000
0.99,0xc0,8,7315a90100000000
0.99,0xc1,8,730e130800000000
0.99,0x1a0,8,a10e9c0e4f0e660e
0.99,0x320,3,000000
1.0,0x1b0,4,024b0000
1.0,0x3e0,4,9b03a603
1.0,0xc2,4,6e010000
1.0,0xc3,4,50ff0000
1.0,0xc0,8,3116bf0100000000
1.0,0xc1,8,6b0ed10700000000
1.0,0x1a0,8,7a0e8c0e9c0e790e
1.0,0x320,3,000000
1.01,0xc0,8,cd14d50100000000
1.01,0xc1,8,6b0e3a0700000000
1.01,0x1a0,8,7e0e980e5e0e490e
1.01,0x320,3,000100
1.02,0xc2,4,750a0000
1.02,0xc3,4,f1000000
1.02,0xc0,8,d414ea0100000000
1.02,0xc1,8,6c0e610700000000
1.02,0x1a0,8,760e510e510e6d0e
1.02,0x320,3,000000
1.03,0xc0,8,1214d40100000000
1.03,0xc1,8,6c0e670700000000
1.03,0x1a0,8,740e540e4f0e950e
1.03,0x320,3,000000
1.04,0xc2,4,86000000
1.04,0xc3,4,e1fe0000
1.04,0xc0,8,7515a00100000000
1.04,0xc1,8,680ead0700000000
1.04,0x1a0,8,4c0e910e4b0e410e
1.04,0x320,3,000000
1.05,0xc0,8,8f16e70100000000
1.05,0xc1,8,650e030800000000
1.05,0x1a0,8,600e470e660e430e
1.05,0x320,3,000100
1.06,0xc2,4,75030000
1.06,0xc3,4,90ff0000
1.06,0xc0,8,1917b20100000000
1.06,0xc1,8,640ec80700000000
1.06,0x1a0,8,780e530e670e3b0e
1.06,0x320,3,010000
1.07,0xc0,8,5216f70100000000
1.07,0xc1,8,640e7a0800000000
1.07,0x1a0,8,570e5a0e800e4d0e
1.07,0x320,3,000000
1.08,0xc2,4,730b0000
1.08,0xc3,4,94000000
1.08,0xc0,8,1718f30100000000
1.08,0xc1,8,670e610800000000
1.08,0x1a0,8,3c0e470e6c0e4c0e
1.08,0x320,3,000100
1.09,0xc0,8,5218e40100000000
1.09,0xc1,8,680e4c0800000000
1.09,0x1a0,8,430e400e5d0e790e
1.09,0x320,3,000000
1.1,0x1b0,4,024b0000
1.1,0x3e0,4,9903a703
1.1,0xc2,4,77000000
1.1,0xc3,4,29000000
1.1,0xc0,8,e116a70100000000
1.1,0xc1,8,560e1e0800000000
1.1,0x1a0,8,470e540e6f0e450e
1.1,0x320,3,000000
1.11,0xc0,8,0e17d10100000000
1.11,0xc1,8,590e1d0800000000
1.11,0x1a0,8,410e330e6b0e280e
1.11,0x320,3,010100
1.12,0xc2,4,70000000
1.12,0xc3,4,30000000
1.12,0xc0,8,1d13d00100000000
1.12,0xc1,8,550eea0700000000
1.12,0x1a0,8,6b0e850e5b0e4a0e
1.12,0x320,3,000000
1.13,0xc0,8,2e12980100000000
1.13,0xc1,8,500e280700000000
1.13,0x1a0,8,6d0e7c0e630e800e
1.13,0x320,3,010000
1.14,0xc2,4,73150000
1.14,0xc3,4,0f010000
1.14,0xc0,8,5412c80100000000
1.14,0xc1,8,4f0ea20700000000
1.14,0x1a0,8,740e650e1f0e550e
1.14,0x320,3,000100
1.15,0xc0,8,c811a60100000000
1.15,0xc1,8,4f0e8c0800000000
1.15,0x1a0,8,690e1d0e720e750e
1.15,0x320,3,000100
1.16,0xc2,4,74000000
1.16,0xc3,4,a4000000
1.16,0xc0,8,d911d20100000000
1.16,0xc1,8,520eff0700000000
1.16,0x1a0,8,360e2f0e250e450e
1.16,0x320,3,010000
1.17,0xc0,8,fa11c00100000000
1.17,0xc1,8,510e1b0700000000
1.17,0x1a0,8,310e640e740e770e
1.17,0x320,3,000100
1.18,0xc2,4,6a140000
1.18,0xc3,4,eeff0000
1.18,0xc0,8,2713da0100000000
1.18,0xc1,8,4c0e430700000000
1.18,0x1a0,8,3a0e690e3b0e640e
1.18,0x320,3,000100
1.19,0xc0,8,3913f00100000000
1.19,0xc1,8,4d0e500800000000
1.19,0x1a0,8,290e590e480e610e
1.19,0x320,3,010000
1.2,0x1b0,4,024b0000
1.2,0x3e0,4,9503a703
1.2,0xc2,4,6d0b0000
1.2,0xc3,4,98000000
1.2,0xc0,8,9d16ef0100000000
1.2,0xc1,8,620ed00700000000
1.2,0x1a0,8,480e5d0e670e5a0e
1.2,0x320,3,010000
1.21,0xc0,8,8115ca0100000000
1.21,0xc1,8,630e340800000000
1.21,0x1a0,8,8d0e5f0e540e320e
1.21,0x320,3,000000
1.22,0xc2,4,8b080000
1.22,0xc3,4,cfff0000
1.22,0xc0,8,b016bc0100000000
1.22,0xc1,8,5f0e790700000000
1.22,0x1a0,8,380e880e6d0e3f0e
1.22,0x320,3,000100
1.23,0xc0,8,d016ee0100000000
1.23,0xc1,8,5b0ed30700000000
1.23,0x1a0,8,350e480e650e510e
1.23,0x320,3,000000
1.24,0xc2,4,63000000
1.24,0xc3,4,68000000
1.24,0xc0,8,7b17d90100000000
1.24,0xc1,8,5a0e8f0700000000
1.24,0x1a0,8,440e600e6e0e520e
1.24,0x320,3,010000
1.25,0xc0,8,4117f50100000000
1.25,0xc1,8,580e5e0700000000
1.25,0x1a0,8,360e350e320e5e0e
1.25,0x320,3,010000
1.26,0xc2,4,61030000
1.26,0xc3,4,00000000
1.26,0xc0,8,1518c80100000000
1.26,0xc1,8,520ec60700000000
1.26,0x1a0,8,2b0e230e4f0e420e
1.26,0x320,3,000100
1.27,0xc0,8,1a17bc0100000000
1.27,0xc1,8,550ed20700000000
1.27,0x1a0,8,5c0e6d0e4e0e270e
1.27,0x320,3,000100
1.28,0xc2,4,84010000
1.28,0xc3,4,fdfe0000
1.28,0xc0,8,0618fb0100000000
1.28,0xc1,8,570e850800000000
1.28,0x1a0,8,2f0e5e0e450e590e
1.28,0x320,3,010100
1.29,0xc0,8,6218ca0100000000
1.29,0xc1,8,560e5d0800000000
1.29,0x1a0,8,7f0e860e380e620e
1.29,0x320,3,000100
1.3,0x1b0,4,024b0000
1.3,0x3e0,4,9403a703
1.3,0xc2,4,79150000
1.3,0xc3,4,b8000000
1.3,0xc0,8,4917bd0100000000
1.3,0xc1,8,4c0e570700000000
1.3,0x1a0,8,3b0e380e190e420e
1.3,0x320,3,000000
1.31,0xc0,8,3816d00100000000
1.31,0xc1,8,490e490700000000
1.31,0x1a0,8,3c0e3d0e280e5a0e
1.31,0x320,3,000000
1.32,0xc2,4,71000000
1.32,0xc3,4,e0ff0000
1.32,0xc0,8,c217a80100000000
1.32,0xc1,8,4a0e8b0700000000
1.32,0x1a0,8,380e450e1a0e470e
1.32,0x320,3,010000
1.33,0xc0,8,fe17e60100000000
1.33,0xc1,8,4a0eb90700000000
1.33,0x1a0,8,280e2a0e5a0e5a0e
1.33,0x320,3,000000
1.34,0xc2,4,770d0000
1.34,0xc3,4,fcff0000
1.34,0xc0,8,ec17fa0100000000
1.34,0xc1,8,4a0ef40700000000
1.34,0x1a0,8,3d0e520e700e5c0e
1.34,0x320,3,000100
1.35,0xc0,8,8118d30100000000
1.35,0xc1,8,4b0e3e0800000000
1.35,0x1a0,8,6d0e660e570e7b0e
1.35,0x320,3,000000
1.36,0xc2,4,6a130000
1.36,0xc3,4,eafe0000
1.36,0xc0,8,d217c50100000000
1.36,0xc1,8,4d0ef50700000000
1.36,0x1a0,8,2c0e760e650e340e
1.36,0x320,3,000000
1.37,0xc0,8,f516d90100000000
1.37,0xc1,8,4b0eb10700000000
1.37,0x1a0,8,640e170e210e620e
1.37,0x320,3,010000
1.38,0xc2,4,770b0000
1.38,0xc3,4,15010000
1.38,0xc0,8,7515be0100000000
1.38,0xc1,8,470e0f0800000000
1.38,0x1a0,8,1d0e780e460e4b0e
1.38,0x320,3,000100
1.39,0xc0,8,5914c20100000000
1.39,0xc1,8,4b0e0b0800000000
1.39,0x1a0,8,270e510e2b0e740e
1.39,0x320,3,010100
1.4,0x1b0,4,024b0000
1.4,0x3e0,4,9103a403
1.4,0xc2,4,71110000
1.4,0xc3,4,9c000000
1.4,0xc0,8,aa119b0100000000
1.4,0xc1,8,350e220800000000
1.4,0x1a0,8,350e120e630e330e
1.4,0x320,3,000100
1.41,0xc0,8,6c129d0100000000
1.41,0xc1,8,340e560800000000
1.41,0x1a0,8,0d0e540e0e0e0a0e
1.41,0x320,3,000100
1.42,0xc2,4,7f000000
1.42,0xc3,4,9e000000
1.42,0xc0,8,b012a80100000000
1.42,0xc1,8,380efa0700000000
1.42,0x1a0,8,570e570e520e410e
1.42,0x320,3,000000
1.43,0xc0,8,4414b80100000000
1.43,0xc1,8,3a0e260700000000
1.43,0x1a0,8,500e460e690e2e0e
1.43,0x320,3,000000
1.44,0xc2,4,80000000
1.44,0xc3,4,55ff0000
